Orbit Number,Down Orbits,Up Orbits,Labels,EQtime,,,
22322,1137_223220_20080904_024837_20080904_032322.pkl,1137_223221_20080904_033737_20080904_041253.pkl,0,,,,
22323,1137_223230_20080904_042637_20080904_050225.pkl,1137_223231_20080904_051537_20080904_055154.pkl,0,,,,
22324,1137_223240_20080904_060437_20080904_064156.pkl,1137_223241_20080904_065337_20080904_073155.pkl,0,,,,
22325,1137_223250_20080904_074307_20080904_082123.pkl,1137_223251_20080904_083237_20080904_091124.pkl,1,04-09-2008 09:37,,,
22327,1137_223270_20080904_110207_20080904_113855.pkl,1137_223271_20080904_115137_20080904_122825.pkl,1,04-09-2008 12:53,,,
22328,1137_223280_20080904_124137_20080904_131724.pkl,1137_223281_20080904_133107_20080904_140553.pkl,0,,,,
22329,1137_223290_20080904_142037_20080904_145455.pkl,1137_223291_20080904_150937_20080904_154323.pkl,1,04-09-2008 16:09,,,
22330,1137_223300_20080904_155837_20080904_163225.pkl,1137_223301_20080904_164737_20080904_172056.pkl,0,,,,
22331,1137_223310_20080904_173607_20080904_180925.pkl,1137_223311_20080904_182437_20080904_185753.pkl,1,04-09-2008 18:47,,,
22332,1137_223320_20080904_191307_20080904_194622.pkl,1137_223321_20080904_200137_20080904_203455.pkl,0,,,,
22333,1137_223330_20080904_204707_20080904_212324.pkl,1137_223331_20080904_213837_20080904_221152.pkl,1,04-09-2008 21:39,,,
22334,1137_223340_20080904_222637_20080904_225951.pkl,1137_223341_20080904_231507_20080904_234854.pkl,0,,,,
22335,1137_223350_20080905_000337_20080905_003724.pkl,1137_223351_20080905_005237_20080905_012551.pkl,0,,,,
22336,1137_223360_20080905_014107_20080905_021453.pkl,1137_223361_20080905_023007_20080905_030425.pkl,0,,,,
22337,1137_223370_20080905_031837_20080905_035324.pkl,1137_223371_20080905_040737_20080905_044252.pkl,1,05-09-2008 04:57,,,
22338,1137_223380_20080905_045637_20080905_053255.pkl,1137_223381_20080905_054537_20080905_062522.pkl,0,,,,
22339,1137_223390_20080905_063437_20080905_071222.pkl,1137_223391_20080905_072407_20080905_080225.pkl,0,,,,
22340,1137_223400_20080905_081337_20080905_085154.pkl,1137_223401_20080905_090307_20080905_094125.pkl,0,,,,
22341,1137_223410_20080905_095307_20080905_103053.pkl,1137_223411_20080905_104237_20080905_112022.pkl,0,,,,
22342,1137_223420_20080905_113237_20080905_120924.pkl,1137_223421_20080905_122237_20080905_125824.pkl,1,05-09-2008 12:35,,,
22343,1137_223430_20080905_131207_20080905_134724.pkl,1137_223431_20080905_140137_20080905_143553.pkl,1,05-09-2008 15:12,,,
22344,1137_223440_20080905_145037_20080905_152455.pkl,1137_223441_20080905_153937_20080905_161323.pkl,0,,,,
22345,1137_223450_20080905_162837_20080905_170152.pkl,1137_223451_20080905_171707_20080905_175052.pkl,0,,,,
22346,1137_223460_20080905_180607_20080905_183926.pkl,1137_223461_20080905_185437_20080905_192754.pkl,1,05-09-2008 19:07,,,
22347,1137_223470_20080905_194237_20080905_201624.pkl,1137_223471_20080905_203107_20080905_210425.pkl,1,05-09-2008 20:41,,,
22349,1137_223490_20080905_225637_20080905_232952.pkl,1137_223491_20080905_234507_20080906_001822.pkl,1,06-09-2008 01:10,,,
22350,1137_223500_20080906_003337_20080906_010724.pkl,1137_223501_20080906_012207_20080906_015625.pkl,1,06-09-2008 01:10,,,
22351,1137_223510_20080906_021107_20080906_024522.pkl,1137_223511_20080906_025937_20080906_033422.pkl,0,,,,
22352,1137_223520_20080906_034837_20080906_042353.pkl,1137_223521_20080906_043737_20080906_051323.pkl,1,06-09-2008 05:47,,,
22353,1137_223530_20080906_052637_20080906_060324.pkl,1137_223531_20080906_061537_20080906_065322.pkl,0,,,,
22354,1137_223540_20080906_070507_20080906_074255.pkl,1137_223541_20080906_075437_20080906_083255.pkl,0,,,,
22355,1137_223550_20080906_084407_20080906_092225.pkl,1137_223551_20080906_093337_20080906_101155.pkl,0,,,,
22356,1137_223560_20080906_102337_20080906_110053.pkl,1137_223561_20080906_111307_20080906_115023.pkl,1,06-09-2008 11:25,,,
22357,1137_223570_20080906_120307_20080906_123922.pkl,1137_223571_20080906_125237_20080906_132826.pkl,0,,,,
22358,1137_223580_20080906_134207_20080906_141653.pkl,1137_223581_20080906_143137_20080906_150556.pkl,0,,,,
22359,1137_223590_20080906_152037_20080906_155455.pkl,1137_223591_20080906_160937_20080906_164326.pkl,1,06-09-2008 17:37,,,
22360,1137_223600_20080906_165837_20080906_173153.pkl,1137_223601_20080906_174707_20080906_182026.pkl,1,06-09-2008 17:37,,,
22361,1137_223610_20080906_183537_20080906_190852.pkl,1137_223611_20080906_192407_20080906_195724.pkl,0,,,,
22362,1137_223620_20080906_201237_20080906_204552.pkl,1137_223621_20080906_210107_20080906_213426.pkl,0,,,,
22363,1137_223630_20080906_214907_20080906_222222.pkl,1137_223631_20080906_223737_20080906_231125.pkl,0,,,,
22364,1137_223640_20080906_232607_20080906_235955.pkl,1137_223641_20080907_001507_20080907_004822.pkl,0,,,,
22365,1137_223650_20080907_010337_20080907_013723.pkl,1137_223651_20080907_015207_20080907_022626.pkl,1,07-09-2008 02:05,,,
22366,1137_223660_20080907_024107_20080907_031524.pkl,1137_223661_20080907_032937_20080907_040452.pkl,0,,,,
22367,1137_223670_20080907_041837_20080907_045423.pkl,1137_223671_20080907_050737_20080907_054356.pkl,0,,,,
22368,1137_223680_20080907_055637_20080907_063353.pkl,1137_223681_20080907_064607_20080907_072354.pkl,0,,,,
22369,1137_223690_20080907_073507_20080907_081323.pkl,1137_223691_20080907_082437_20080907_090324.pkl,1,07-09-2008 09:00,,,
22370,1137_223700_20080907_091437_20080907_095253.pkl,1137_223701_20080907_100407_20080907_104154.pkl,0,,,,
22371,1137_223710_20080907_105407_20080907_113125.pkl,1137_223711_20080907_114407_20080907_122023.pkl,0,,,,
22372,1137_223720_20080907_123337_20080907_130925.pkl,1137_223721_20080907_132307_20080907_135822.pkl,0,,,,
22373,1137_223730_20080907_141237_20080907_144652.pkl,1137_223731_20080907_150137_20080907_153555.pkl,0,,,,
22376,1137_223760_20080907_190537_20080907_193855.pkl,1137_223761_20080907_195337_20080907_202655.pkl,0,,,,
22377,1137_223770_20080907_204207_20080907_211525.pkl,1137_223771_20080907_213037_20080907_220352.pkl,0,,,,
22378,1137_223780_20080907_221907_20080907_225223.pkl,1137_223781_20080907_230737_20080907_234054.pkl,0,,,,
22379,1137_223790_20080907_235607_20080908_002922.pkl,1137_223791_20080908_004437_20080908_011824.pkl,0,,,,
22380,1137_223800_20080908_013337_20080908_020722.pkl,1137_223801_20080908_022207_20080908_025625.pkl,1,08-09-2008 03:03,,,
22381,1137_223810_20080908_031107_20080908_034552.pkl,1137_223811_20080908_035937_20080908_043525.pkl,0,,,,
22382,1137_223820_20080908_044837_20080908_052455.pkl,1137_223821_20080908_053737_20080908_061453.pkl,0,,,,
22383,1137_223830_20080908_062707_20080908_070424.pkl,1137_223831_20080908_071607_20080908_075425.pkl,0,,,,
22384,1137_223840_20080908_080537_20080908_084352.pkl,1137_223841_20080908_085507_20080908_093325.pkl,0,,,,
22385,1137_223850_20080908_094507_20080908_102253.pkl,1137_223851_20080908_103437_20080908_111222.pkl,1,08-09-2008 10:43,,,
22386,1137_223860_20080908_112437_20080908_120125.pkl,1137_223861_20080908_121437_20080908_125022.pkl,0,,,,
22387,1137_223870_20080908_130407_20080908_133925.pkl,1137_223871_20080908_135337_20080908_142824.pkl,0,,,,
22388,1137_223880_20080908_144237_20080908_151654.pkl,1137_223881_20080908_153207_20080908_160556.pkl,0,,,,
22389,1137_223890_20080908_162037_20080908_165425.pkl,1137_223891_20080908_170937_20080908_174254.pkl,0,,,,
22390,1137_223900_20080908_175807_20080908_183122.pkl,1137_223901_20080908_184637_20080908_191954.pkl,1,08-09-2008 18:52,,,
22391,1137_223910_20080908_193507_20080908_200822.pkl,1137_223911_20080908_202337_20080908_205655.pkl,0,,,,
22392,1137_223920_20080908_210907_20080908_214522.pkl,1137_223921_20080908_220007_20080908_223322.pkl,0,,,,
22393,1137_223930_20080908_224837_20080908_232152.pkl,1137_223931_20080908_233707_20080909_001055.pkl,0,,,,
22394,1137_223940_20080909_002607_20080909_005924.pkl,1137_223941_20080909_011437_20080909_014825.pkl,0,,,,
22395,1137_223950_20080909_020307_20080909_023722.pkl,1137_223951_20080909_025207_20080909_032623.pkl,1,09-09-2008 03:07,,,
22396,1137_223960_20080909_034037_20080909_041554.pkl,1137_223961_20080909_042937_20080909_050554.pkl,0,,,,
22397,1137_223970_20080909_051837_20080909_055523.pkl,1137_223971_20080909_060807_20080909_064825.pkl,1,09-09-2008 07:43,,,
22398,1137_223980_20080909_065707_20080909_073453.pkl,1137_223981_20080909_074637_20080909_082455.pkl,1,09-09-2008 07:43,,,
22399,1137_223990_20080909_083607_20080909_091422.pkl,1137_223991_20080909_092537_20080909_100355.pkl,0,,,,
22400,1137_224000_20080909_101537_20080909_105324.pkl,1137_224001_20080909_110507_20080909_114224.pkl,1,09-09-2008 11:04,,,
22401,1137_224010_20080909_115507_20080909_123122.pkl,1137_224011_20080909_124507_20080909_132024.pkl,1,09-09-2008 12:22,,,
22402,1137_224020_20080909_133437_20080909_140923.pkl,1137_224021_20080909_142337_20080909_145755.pkl,0,,,,
22403,1137_224030_20080909_151307_20080909_154656.pkl,1137_224031_20080909_160207_20080909_163526.pkl,0,,,,
22404,1137_224040_20080909_165037_20080909_172425.pkl,1137_224041_20080909_173937_20080909_181253.pkl,0,,,,
22405,1137_224050_20080909_182807_20080909_190122.pkl,1137_224051_20080909_191637_20080909_194955.pkl,0,,,,
22406,1137_224060_20080909_200437_20080909_203752.pkl,1137_224061_20080909_205311_20080909_212626.pkl,0,,,,
22407,1137_224070_20080909_214137_20080909_221452.pkl,1137_224071_20080909_223007_20080909_230322.pkl,1,09-09-2008 23:18,,,
22408,1137_224080_20080909_231837_20080909_235152.pkl,1137_224081_20080910_000707_20080910_004021.pkl,1,10-09-2008 00:18,,,
22409,1137_224090_20080910_005537_20080910_012922.pkl,1137_224091_20080910_014437_20080910_021825.pkl,1,10-09-2008 01:28,,,
22410,1137_224100_20080910_023307_20080910_030722.pkl,1137_224101_20080910_032207_20080910_035651.pkl,1,10-09-2008 03:00,,,
22411,1137_224110_20080910_041037_20080910_044622.pkl,1137_224111_20080910_045937_20080910_053555.pkl,0,,,,
22412,1137_224120_20080910_054837_20080910_062552.pkl,1137_224121_20080910_063807_20080910_071552.pkl,0,,,,
22413,1137_224130_20080910_072707_20080910_080525.pkl,1137_224131_20080910_081637_20080910_085523.pkl,0,,,,
22414,1137_224140_20080910_090637_20080910_094452.pkl,1137_224141_20080910_095607_20080910_103348.pkl,1,10-09-2008 11:00,,,
22415,1137_224150_20080910_104607_20080910_112323.pkl,1137_224151_20080910_113607_20080910_121224.pkl,1,10-09-2008 13:08,,,
22416,1137_224160_20080910_122537_20080910_130123.pkl,1137_224161_20080910_131507_20080910_135022.pkl,1,10-09-2008 13:08,,,
22417,1137_224170_20080910_140437_20080910_143923.pkl,1137_224171_20080910_145407_20080910_152756.pkl,1,10-09-2008 16:12,,,
22420,1137_224200_20080910_185737_20080910_193053.pkl,1137_224201_20080910_194607_20080910_201925.pkl,0,,,,
22429,1137_224290_20080911_093707_20080911_101453.pkl,1137_224291_20080911_102637_20080911_110422.pkl,0,,,,
22430,1137_224300_20080911_111637_20080911_115325.pkl,1137_224301_20080911_120637_20080911_124223.pkl,0,,,,
22431,1137_224310_20080911_125607_20080911_133125.pkl,1137_224311_20080911_134537_20080911_142023.pkl,1,11-09-2008 14:45,,,
22432,1137_224320_20080911_143507_20080911_150924.pkl,1137_224321_20080911_152407_20080911_155753.pkl,0,,,,
22433,1137_224330_20080911_161307_20080911_164626.pkl,1137_224331_20080911_170137_20080911_173525.pkl,1,11-09-2008 17:11,,,
22434,1137_224340_20080911_175037_20080911_182355.pkl,1137_224341_20080911_183907_20080911_191525.pkl,0,,,,
22435,1137_224350_20080911_192707_20080911_200022.pkl,1137_224351_20080911_201537_20080911_204856.pkl,1,11-09-2008 21:04,,,
22436,1137_224360_20080911_210407_20080911_213722.pkl,1137_224361_20080911_215237_20080911_222552.pkl,1,11-09-2008 22:34,,,
22437,1137_224370_20080911_224107_20080911_231422.pkl,1137_224371_20080911_232937_20080912_000252.pkl,1,11-09-2008 23:13,,,
22438,1137_224380_20080912_001807_20080912_005125.pkl,1137_224381_20080912_010637_20080912_014025.pkl,0,,,,
22439,1137_224390_20080912_015537_20080912_022924.pkl,1137_224391_20080912_024407_20080912_031856.pkl,0,,,,
22440,1137_224400_20080912_033307_20080912_040753.pkl,1137_224401_20080912_042207_20080912_045755.pkl,0,,,,
22441,1137_224410_20080912_051107_20080912_054725.pkl,1137_224411_20080912_060007_20080912_064023.pkl,0,,,,
22442,1137_224420_20080912_064907_20080912_072653.pkl,1137_224421_20080912_073837_20080912_081655.pkl,0,,,,
22443,1137_224430_20080912_082807_20080912_090622.pkl,1137_224431_20080912_091737_20080912_095555.pkl,0,,,,
22444,1137_224440_20080912_100737_20080912_104523.pkl,1137_224441_20080912_105737_20080912_113424.pkl,0,,,,
22445,1137_224450_20080912_114707_20080912_122322.pkl,1137_224451_20080912_123707_20080912_131225.pkl,0,,,,
22446,1137_224460_20080912_132637_20080912_140123.pkl,1137_224461_20080912_141607_20080912_145023.pkl,0,,,,
22447,1137_224470_20080912_150507_20080912_153853.pkl,1137_224471_20080912_155407_20080912_162753.pkl,1,12-09-2008 16:44,,,
22448,1137_224480_20080912_164307_20080912_171622.pkl,1137_224481_20080912_173137_20080912_180454.pkl,0,,,,
22449,1137_224490_20080912_182007_20080912_185324.pkl,1137_224491_20080912_190837_20080912_194155.pkl,0,,,,
22450,1137_224500_20080912_195707_20080912_203022.pkl,1137_224501_20080912_204537_20080912_211855.pkl,0,,,,
22451,1137_224510_20080912_213337_20080912_220655.pkl,1137_224511_20080912_222207_20080912_225522.pkl,1,12-09-2008 23:07,,,
22452,1137_224520_20080912_231037_20080912_234352.pkl,1137_224521_20080912_235907_20080913_003254.pkl,1,12-09-2008 23:49,,,
22453,1137_224530_20080913_004807_20080913_012126.pkl,1137_224531_20080913_013637_20080913_021025.pkl,0,,,,
22454,1137_224540_20080913_022507_20080913_025923.pkl,1137_224541_20080913_031407_20080913_034855.pkl,0,,,,
22455,1137_224550_20080913_040307_20080913_043825.pkl,1137_224551_20080913_045207_20080913_052331.pkl,0,,,,
22456,1137_224560_20080913_054107_20080913_061753.pkl,1137_224561_20080913_063007_20080913_070752.pkl,1,13-09-2008 07:32,,,
22457,1137_224570_20080913_071937_20080913_075724.pkl,1137_224571_20080913_080907_20080913_084725.pkl,1,13-09-2008 07:58,,,
22458,1137_224580_20080913_085837_20080913_093652.pkl,1137_224581_20080913_094807_20080913_102625.pkl,1,13-09-2008 09:32,,,
22459,1137_224590_20080913_103807_20080913_111523.pkl,1137_224591_20080913_112807_20080913_120453.pkl,0,,,,
22460,1137_224600_20080913_121737_20080913_125352.pkl,1137_224601_20080913_130707_20080913_134225.pkl,0,,,,
22461,1137_224610_20080913_135637_20080913_143126.pkl,1137_224611_20080913_144607_20080913_152023.pkl,1,13-09-2008 15:45,,,
22462,1137_224620_20080913_153507_20080913_160853.pkl,1137_224621_20080913_162407_20080913_165726.pkl,0,,,,
22463,1137_224630_20080913_171237_20080913_174623.pkl,1137_224631_20080913_180137_20080913_183454.pkl,0,,,,
22464,1137_224640_20080913_185007_20080913_192322.pkl,1137_224641_20080913_193807_20080913_201154.pkl,1,13-09-2008 20:21,,,
22465,1137_224650_20080913_202637_20080913_205952.pkl,1137_224651_20080913_211507_20080913_214822.pkl,0,,,,
22466,1137_224660_20080913_220337_20080913_223652.pkl,1137_224661_20080913_225207_20080913_232522.pkl,1,14-09-2008 00:00,,,
22467,1137_224670_20080913_234037_20080914_001352.pkl,1137_224671_20080914_002907_20080914_010255.pkl,0,,,,
22468,1137_224680_20080914_011737_20080914_015124.pkl,1137_224681_20080914_020637_20080914_024023.pkl,0,,,,
22469,1137_224690_20080914_025507_20080914_032952.pkl,1137_224691_20080914_034407_20080914_041924.pkl,0,,,,
22470,1137_224700_20080914_043307_20080914_050856.pkl,1137_224701_20080914_052207_20080914_055855.pkl,0,,,,
22471,1137_224710_20080914_061107_20080914_064826.pkl,1137_224711_20080914_070037_20080914_073823.pkl,0,,,,
22472,1137_224720_20080914_074937_20080914_082753.pkl,1137_224721_20080914_083907_20080914_091754.pkl,0,,,,
22473,1137_224730_20080914_092907_20080914_100724.pkl,1137_224731_20080914_101837_20080914_105622.pkl,0,,,,
22474,1137_224740_20080914_110837_20080914_114554.pkl,1137_224741_20080914_115837_20080914_123455.pkl,0,,,,
22475,1137_224750_20080914_124807_20080914_132354.pkl,1137_224751_20080914_133737_20080914_141223.pkl,0,,,,
22476,1137_224760_20080914_142707_20080914_150124.pkl,1137_224761_20080914_151607_20080914_154952.pkl,0,,,,
22479,1137_224790_20080914_191937_20080914_195255.pkl,1137_224791_20080914_200807_20080914_204124.pkl,1,14-09-2008 20:18,,,
22480,1137_224800_20080914_205637_20080914_212952.pkl,1137_224801_20080914_214437_20080914_221751.pkl,0,,,,
22481,1137_224810_20080914_223307_20080914_230621.pkl,1137_224811_20080914_232137_20080914_235452.pkl,0,,,,
22482,1137_224820_20080915_001007_20080915_004353.pkl,1137_224821_20080915_005907_20080915_013221.pkl,0,,,,
22483,1137_224830_20080915_014737_20080915_022123.pkl,1137_224831_20080915_023637_20080915_031052.pkl,0,,,,
22484,1137_224840_20080915_032507_20080915_040025.pkl,1137_224841_20080915_041407_20080915_044955.pkl,1,15-09-2008 05:41,,,
22485,1137_224850_20080915_050307_20080915_053925.pkl,1137_224851_20080915_055207_20080915_063222.pkl,1,15-09-2008 05:41,,,
22486,1137_224860_20080915_064107_20080915_071852.pkl,1137_224861_20080915_073037_20080915_080855.pkl,0,,,,
22487,1137_224870_20080915_082007_20080915_085822.pkl,1137_224871_20080915_090937_20080915_094755.pkl,0,,,,
22488,1137_224880_20080915_095937_20080915_103723.pkl,1137_224881_20080915_104637_20080915_112652.pkl,0,,,,
22489,1137_224890_20080915_113907_20080915_121555.pkl,1137_224891_20080915_122907_20080915_130452.pkl,0,,,,
22490,1137_224900_20080915_131837_20080915_135355.pkl,1137_224901_20080915_140807_20080915_144224.pkl,0,,,,
22491,1137_224910_20080915_145707_20080915_153124.pkl,1137_224911_20080915_154607_20080915_161953.pkl,1,15-09-2008 15:50,,,
22492,1137_224920_20080915_163507_20080915_170822.pkl,1137_224921_20080915_172337_20080915_175723.pkl,0,,,,
22493,1137_224930_20080915_181207_20080915_184556.pkl,1137_224931_20080915_190107_20080915_193424.pkl,0,,,,
22494,1137_224940_20080915_194607_20080915_202224.pkl,1137_224941_20080915_203737_20080915_211055.pkl,0,,,,
22495,1137_224950_20080915_212307_20080915_220223.pkl,1137_224951_20080915_221437_20080915_224752.pkl,1,15-09-2008 23:36,,,
22496,1137_224960_20080915_230307_20080915_233622.pkl,1137_224961_20080915_235137_20080916_002452.pkl,1,15-09-2008 23:36,,,
22497,1137_224970_20080916_004007_20080916_011353.pkl,1137_224971_20080916_012837_20080916_020255.pkl,1,16-09-2008 01:12,,,
22498,1137_224980_20080916_021737_20080916_025152.pkl,1137_224981_20080916_030607_20080916_034054.pkl,0,,,,
22499,1137_224990_20080916_035507_20080916_043026.pkl,1137_224991_20080916_044407_20080916_052024.pkl,0,,,,
22500,1137_225000_20080916_053307_20080916_060954.pkl,1137_225001_20080916_062207_20080916_070253.pkl,1,16-09-2008 07:28,,,
22501,1137_225010_20080916_071137_20080916_074954.pkl,1137_225011_20080916_080107_20080916_083925.pkl,0,,,,
22502,1137_225020_20080916_085037_20080916_092854.pkl,1137_225021_20080916_094007_20080916_101825.pkl,1,16-09-2008 09:46,,,
22505,1137_225050_20080916_134907_20080916_142325.pkl,1137_225051_20080916_143807_20080916_151225.pkl,0,,,,
22506,1137_225060_20080916_152707_20080916_160055.pkl,1137_225061_20080916_161607_20080916_164953.pkl,0,,,,
22507,1137_225070_20080916_170507_20080916_173825.pkl,1137_225071_20080916_175337_20080916_182656.pkl,0,,,,
22508,1137_225080_20080916_184207_20080916_191524.pkl,1137_225081_20080916_193041_20080916_200355.pkl,0,,,,
22509,1137_225090_20080916_201607_20080916_205523.pkl,1137_225091_20080916_210737_20080916_214056.pkl,1,16-09-2008 21:47,,,
22510,1137_225100_20080916_215537_20080916_222852.pkl,1137_225101_20080916_224407_20080916_231722.pkl,0,,,,
22511,1137_225110_20080916_233237_20080917_000552.pkl,1137_225111_20080917_002107_20080917_005455.pkl,0,,,,
22512,1137_225120_20080917_011007_20080917_014355.pkl,1137_225121_20080917_015837_20080917_023256.pkl,0,,,,
22513,1137_225130_20080917_024737_20080917_032152.pkl,1137_225131_20080917_033607_20080917_041123.pkl,0,,,,
22514,1137_225140_20080917_042507_20080917_050052.pkl,1137_225141_20080917_051407_20080917_055355.pkl,0,,,,
22515,1137_225150_20080917_060307_20080917_064022.pkl,1137_225151_20080917_065237_20080917_073322.pkl,0,,,,
22516,1137_225160_20080917_074137_20080917_081952.pkl,1137_225161_20080917_083137_20080917_090954.pkl,0,,,,
22517,1137_225170_20080917_092107_20080917_095923.pkl,1137_225171_20080917_101107_20080917_104824.pkl,0,,,,
22518,1137_225180_20080917_110037_20080917_113753.pkl,1137_225181_20080917_114737_20080917_122656.pkl,0,,,,
22519,1137_225190_20080917_124007_20080917_131553.pkl,1137_225191_20080917_132937_20080917_140456.pkl,0,,,,
22520,1137_225200_20080917_141907_20080917_145322.pkl,1137_225201_20080917_150807_20080917_154226.pkl,0,,,,
22521,1137_225210_20080917_155707_20080917_163054.pkl,1137_225211_20080917_164607_20080917_171926.pkl,1,17-09-2008 17:43,,,
22522,1137_225220_20080917_173437_20080917_180823.pkl,1137_225221_20080917_182337_20080917_185653.pkl,1,17-09-2008 18:14,,,
22523,1137_225230_20080917_191137_20080917_194452.pkl,1137_225231_20080917_200007_20080917_203325.pkl,1,17-09-2008 20:11,,,
22524,1137_225240_20080917_204537_20080917_212452.pkl,1137_225241_20080917_213707_20080917_221022.pkl,1,17-09-2008 21:32,,,
22525,1137_225250_20080917_222537_20080917_225852.pkl,1137_225251_20080917_231407_20080917_234722.pkl,0,,,,
22526,1137_225260_20080918_000237_20080918_003555.pkl,1137_225261_20080918_005107_20080918_012455.pkl,1,18-09-2008 01:41,,,
22527,1137_225270_20080918_013937_20080918_021352.pkl,1137_225271_20080918_022837_20080918_030255.pkl,0,,,,
22528,1137_225280_20080918_031737_20080918_035223.pkl,1137_225281_20080918_040607_20080918_044156.pkl,0,,,,
22529,1137_225290_20080918_045507_20080918_053126.pkl,1137_225291_20080918_054407_20080918_062423.pkl,0,,,,
22530,1137_225300_20080918_063337_20080918_071054.pkl,1137_225301_20080918_072237_20080918_080055.pkl,0,,,,
22531,1137_225310_20080918_081207_20080918_085022.pkl,1137_225311_20080918_090137_20080918_094024.pkl,1,18-09-2008 09:30,,,
22532,1137_225320_20080918_095137_20080918_102923.pkl,1137_225321_20080918_103837_20080918_111854.pkl,1,18-09-2008 11:58,,,
22533,1137_225330_20080918_113107_20080918_120755.pkl,1137_225331_20080918_122107_20080918_125654.pkl,1,18-09-2008 11:58,,,
22534,1137_225340_20080918_131037_20080918_134555.pkl,1137_225341_20080918_140007_20080918_143456.pkl,0,,,,
22535,1137_225350_20080918_144907_20080918_152323.pkl,1137_225351_20080918_153837_20080918_161226.pkl,0,,,,
22536,1137_225360_20080918_162707_20080918_170055.pkl,1137_225361_20080918_171607_20080918_174923.pkl,1,18-09-2008 18:46,,,
22537,1137_225370_20080918_180437_20080918_183756.pkl,1137_225371_20080918_185307_20080918_192625.pkl,1,18-09-2008 18:46,,,
22538,1137_225380_20080918_194137_20080918_201452.pkl,1137_225381_20080918_203007_20080918_210326.pkl,1,18-09-2008 20:32,,,
22539,1137_225390_20080918_211507_20080918_215423.pkl,1137_225391_20080918_220637_20080918_223952.pkl,1,18-09-2008 21:52,,,
22540,1137_225400_20080918_225507_20080918_232822.pkl,1137_225401_20080918_234337_20080919_001725.pkl,0,,,,
22541,1137_225410_20080919_003207_20080919_010555.pkl,1137_225411_20080919_012107_20080919_015456.pkl,0,,,,
22542,1137_225420_20080919_020937_20080919_024354.pkl,1137_225421_20080919_025837_20080919_033324.pkl,0,,,,
22543,1137_225430_20080919_034707_20080919_042223.pkl,1137_225431_20080919_043607_20080919_051226.pkl,0,,,,
22544,1137_225440_20080919_052507_20080919_060153.pkl,1137_225441_20080919_061437_20080919_065453.pkl,0,,,,
22545,1137_225450_20080919_070337_20080919_074156.pkl,1137_225451_20080919_075307_20080919_083125.pkl,0,,,,
22546,1137_225460_20080919_084237_20080919_092052.pkl,1137_225461_20080919_093207_20080919_101024.pkl,0,,,,
22547,1137_225470_20080919_102207_20080919_105953.pkl,1137_225471_20080919_110907_20080919_114855.pkl,0,,,,
22548,1137_225480_20080919_120137_20080919_123752.pkl,1137_225481_20080919_125137_20080919_132655.pkl,0,,,,
22549,1137_225490_20080919_134107_20080919_141552.pkl,1137_225491_20080919_143007_20080919_150423.pkl,0,,,,
22550,1137_225500_20080919_151937_20080919_155323.pkl,1137_225501_20080919_160837_20080919_164155.pkl,0,,,,
22551,1137_225510_20080919_165707_20080919_173022.pkl,1137_225511_20080919_174611_20080919_181925.pkl,1,19-09-2008 18:34,,,
22552,1137_225520_20080919_183407_20080919_190723.pkl,1137_225521_20080919_192237_20080919_195555.pkl,0,,,,
22553,1137_225530_20080919_200807_20080919_204722.pkl,1137_225531_20080919_205937_20080919_213255.pkl,1,19-09-2008 21:17,,,
22554,1137_225540_20080919_214807_20080919_222124.pkl,1137_225541_20080919_223637_20080919_230951.pkl,1,19-09-2008 22:49,,,
22555,1137_225550_20080919_232507_20080919_235822.pkl,1137_225551_20080920_001337_20080920_004652.pkl,0,,,,
22556,1137_225560_20080920_010207_20080920_013553.pkl,1137_225561_20080920_015107_20080920_022455.pkl,1,20-09-2008 02:54,,,
22558,1137_225580_20080920_041707_20080920_045252.pkl,1137_225581_20080920_050607_20080920_054254.pkl,1,20-09-2008 04:52,,,
22559,1137_225590_20080920_055537_20080920_063223.pkl,1137_225591_20080920_064437_20080920_072522.pkl,0,,,,
22561,1137_225610_20080920_091307_20080920_095123.pkl,1137_225611_20080920_100237_20080920_104055.pkl,0,,,,
22562,1137_225620_20080920_105237_20080920_112953.pkl,1137_225621_20080920_113937_20080920_121854.pkl,0,,,,
22563,1137_225630_20080920_123207_20080920_130753.pkl,1137_225631_20080920_132137_20080920_135652.pkl,1,20-09-2008 14:43,,,
22564,1137_225640_20080920_141107_20080920_144553.pkl,1137_225641_20080920_150037_20080920_153426.pkl,1,20-09-2008 14:43,,,
22565,1137_225650_20080920_154937_20080920_162326.pkl,1137_225651_20080920_163837_20080920_171156.pkl,0,,,,
22566,1137_225660_20080920_172707_20080920_180023.pkl,1137_225661_20080920_181537_20080920_184855.pkl,0,,,,
22567,1137_225670_20080920_190407_20080920_193722.pkl,1137_225671_20080920_195237_20080920_202554.pkl,0,,,,
22568,1137_225680_20080920_203807_20080920_211725.pkl,1137_225681_20080920_212907_20080920_220222.pkl,0,,,,
22569,1137_225690_20080920_221737_20080920_225052.pkl,1137_225691_20080920_230607_20080920_233922.pkl,0,,,,
22570,1137_225700_20080920_235437_20080921_002825.pkl,1137_225701_20080921_004337_20080921_011652.pkl,0,,,,
22571,1137_225710_20080921_013207_20080921_020552.pkl,1137_225711_20080921_022037_20080921_025455.pkl,1,21-09-2008 03:15,,,
22572,1137_225720_20080921_030937_20080921_034424.pkl,1137_225721_20080921_035837_20080921_043356.pkl,0,,,,
