Orbit Number,Down Orbits,Up Orbits,Labels,EQtime,,,,
21022,1132_210220_20080607_153007_20080607_160354.pkl,1132_210221_20080607_161907_20080607_165253.pkl,0,,,,,
21023,1132_210230_20080607_170737_20080607_174124.pkl,1132_210231_20080607_175637_20080607_182952.pkl,1,07-06-2008 19:10,,,,
21024,1132_210240_20080607_184507_20080607_191823.pkl,1132_210241_20080607_193337_20080607_200654.pkl,1,07-06-2008 19:10,,,,
21025,1132_210250_20080607_202137_20080607_205455.pkl,1132_210251_20080607_211007_20080607_214322.pkl,1,07-06-2008 21:53,,,,
21026,1132_210260_20080607_215837_20080607_223156.pkl,1132_210261_20080607_224707_20080607_232026.pkl,0,,,,,
21027,1132_210270_20080607_233537_20080608_000856.pkl,1132_210271_20080608_002407_20080608_005754.pkl,0,,,,,
21028,1132_210280_20080608_011237_20080608_014623.pkl,1132_210281_20080608_020137_20080608_023522.pkl,0,,,,,
21029,1132_210290_20080608_025007_20080608_032453.pkl,1132_210291_20080608_033907_20080608_041424.pkl,0,,,,,
21030,1132_210300_20080608_042807_20080608_050355.pkl,1132_210301_20080608_051707_20080608_055325.pkl,0,,,,,
21031,1132_210310_20080608_060607_20080608_063903.pkl,1132_210311_20080608_065507_20080608_073325.pkl,0,,,,,
21032,1132_210320_20080608_074437_20080608_082252.pkl,1132_210321_20080608_083407_20080608_091255.pkl,0,,,,,
21033,1132_210330_20080608_092337_20080608_100153.pkl,1132_210331_20080608_101337_20080608_105122.pkl,0,,,,,
21041,1132_210410_20080608_222807_20080608_230155.pkl,1132_210411_20080608_231707_20080608_235026.pkl,0,,,,,
21042,1132_210420_20080609_000537_20080609_003855.pkl,1132_210421_20080609_005407_20080609_012755.pkl,0,,,,,
21043,1132_210430_20080609_014237_20080609_021623.pkl,1132_210431_20080609_023137_20080609_030555.pkl,0,,,,,
21044,1132_210440_20080609_032007_20080609_035454.pkl,1132_210441_20080609_040907_20080609_044423.pkl,0,,,,,
21045,1132_210450_20080609_045807_20080609_053426.pkl,1132_210451_20080609_054707_20080609_062355.pkl,1,09-06-2008 06:40,,,,
21046,1132_210460_20080609_063607_20080609_071353.pkl,1132_210461_20080609_072537_20080609_080355.pkl,1,09-06-2008 07:33,,,,
21047,1132_210470_20080609_081507_20080609_085325.pkl,1132_210471_20080609_090437_20080609_094253.pkl,0,,,,,
21048,1132_210480_20080609_095437_20080609_103222.pkl,1132_210481_20080609_104407_20080609_112152.pkl,0,,,,,
21049,1132_210490_20080609_113407_20080609_121055.pkl,1132_210491_20080609_122407_20080609_125954.pkl,0,,,,,
21050,1132_210500_20080609_131337_20080609_134855.pkl,1132_210501_20080609_140307_20080609_143723.pkl,0,,,,,
21051,1132_210510_20080609_145207_20080609_152625.pkl,1132_210511_20080609_154107_20080609_161453.pkl,1,09-06-2008 16:13,,,,
21052,1132_210520_20080609_163007_20080609_170355.pkl,1132_210521_20080609_171907_20080609_175223.pkl,0,,,,,
21053,1132_210530_20080609_180737_20080609_184056.pkl,1132_210531_20080609_185607_20080609_192925.pkl,0,,,,,
21055,1132_210550_20080609_212107_20080609_215426.pkl,1132_210551_20080609_220937_20080609_224256.pkl,0,,,,,
21056,1132_210560_20080609_225807_20080609_233126.pkl,1132_210561_20080609_234637_20080610_001956.pkl,0,,,,,
21057,1132_210570_20080610_003507_20080610_010854.pkl,1132_210571_20080610_012337_20080610_015755.pkl,0,,,,,
21058,1132_210580_20080610_021237_20080610_024651.pkl,1132_210581_20080610_030107_20080610_033554.pkl,1,10-06-2008 04:13,,,,
21059,1132_210590_20080610_035007_20080610_042522.pkl,1132_210591_20080610_043907_20080610_051453.pkl,1,10-06-2008 05:49,,,,
21060,1132_210600_20080610_052807_20080610_060452.pkl,1132_210601_20080610_061707_20080610_065452.pkl,1,10-06-2008 07:10,,,,
21061,1132_210610_20080610_070637_20080610_074425.pkl,1132_210611_20080610_075607_20080610_083423.pkl,1,10-06-2008 07:44,,,,
21062,1132_210620_20080610_084537_20080610_092354.pkl,1132_210621_20080610_093507_20080610_101325.pkl,1,10-06-2008 10:04,,,,
21063,1132_210630_20080610_102507_20080610_110223.pkl,1132_210631_20080610_111437_20080610_115153.pkl,1,10-06-2008 11:04,,,,
21064,1132_210640_20080610_120437_20080610_124052.pkl,1132_210641_20080610_125407_20080610_132954.pkl,1,10-06-2008 13:59,,,,
21065,1132_210650_20080610_134337_20080610_141824.pkl,1132_210651_20080610_143307_20080610_150726.pkl,1,10-06-2008 14:15,,,,
21066,1132_210660_20080610_152207_20080610_155624.pkl,1132_210661_20080610_161107_20080610_164455.pkl,0,,,,,
21067,1132_210670_20080610_170007_20080610_173326.pkl,1132_210671_20080610_174837_20080610_182152.pkl,0,,,,,
21068,1132_210680_20080610_183707_20080610_191022.pkl,1132_210681_20080610_192537_20080610_195854.pkl,0,,,,,
21069,1132_210690_20080610_201407_20080610_204725.pkl,1132_210691_20080610_210237_20080610_213555.pkl,0,,,,,
21070,1132_210700_20080610_215107_20080610_222426.pkl,1132_210701_20080610_223907_20080610_231254.pkl,0,,,,,
21071,1132_210710_20080610_232737_20080611_000124.pkl,1132_210711_20080611_001637_20080611_004956.pkl,0,,,,,
21072,1132_210720_20080611_010507_20080611_013853.pkl,1132_210721_20080611_015337_20080611_022755.pkl,1,11-06-2008 02:30,,,,
21073,1132_210730_20080611_024237_20080611_031653.pkl,1132_210731_20080611_033107_20080611_040626.pkl,0,,,,,
21074,1132_210740_20080611_042007_20080611_045359.pkl,1132_210741_20080611_050907_20080611_054525.pkl,0,,,,,
21075,1132_210750_20080611_055807_20080611_063523.pkl,1132_210751_20080611_064737_20080611_072522.pkl,0,,,,,
21076,1132_210760_20080611_073637_20080611_081452.pkl,1132_210761_20080611_082607_20080611_090452.pkl,1,11-06-2008 08:37,,,,
21077,1132_210770_20080611_091607_20080611_095422.pkl,1132_210771_20080611_100537_20080611_104322.pkl,1,11-06-2008 11:12,,,,
21078,1132_210780_20080611_105537_20080611_113254.pkl,1132_210781_20080611_114537_20080611_122153.pkl,1,11-06-2008 12:30,,,,
21079,1132_210790_20080611_123507_20080611_131054.pkl,1132_210791_20080611_132437_20080611_135952.pkl,1,11-06-2008 14:30,,,,
21080,1132_210800_20080611_141407_20080611_144825.pkl,1132_210801_20080611_150307_20080611_153725.pkl,1,11-06-2008 16:10,,,,
21083,1132_210830_20080611_190707_20080611_194022.pkl,1132_210831_20080611_195537_20080611_202854.pkl,0,,,,,
21084,1132_210840_20080611_204337_20080611_211653.pkl,1132_210841_20080611_213207_20080611_220526.pkl,0,,,,,
21085,1132_210850_20080611_222037_20080611_225356.pkl,1132_210851_20080611_230907_20080611_234226.pkl,1,12-06-2008 00:20,,,,
21086,1132_210860_20080611_235737_20080612_003055.pkl,1132_210861_20080612_004607_20080612_011955.pkl,1,12-06-2008 02:04,,,,
21087,1132_210870_20080612_013507_20080612_020852.pkl,1132_210871_20080612_022337_20080612_025756.pkl,1,12-06-2008 02:04,,,,
21088,1132_210880_20080612_031237_20080612_034723.pkl,1132_210881_20080612_040107_20080612_043656.pkl,1,12-06-2008 05:19,,,,
21089,1132_210890_20080612_045007_20080612_052626.pkl,1132_210891_20080612_053907_20080612_061624.pkl,1,12-06-2008 05:19,,,,
21090,1132_210900_20080612_062837_20080612_070554.pkl,1132_210901_20080612_071737_20080612_075554.pkl,0,,,,,
21091,1132_210910_20080612_080707_20080612_084523.pkl,1132_210911_20080612_085637_20080612_093452.pkl,0,,,,,
21092,1132_210920_20080612_094637_20080612_102423.pkl,1132_210921_20080612_103607_20080612_111352.pkl,1,12-06-2008 11:00,,,,
21093,1132_210930_20080612_112607_20080612_120254.pkl,1132_210931_20080612_121607_20080612_125156.pkl,1,12-06-2008 13:10,,,,
21094,1132_210940_20080612_130537_20080612_134054.pkl,1132_210941_20080612_135507_20080612_142955.pkl,0,,,,,
21095,1132_210950_20080612_144407_20080612_151823.pkl,1132_210951_20080612_153337_20080612_160725.pkl,1,12-06-2008 16:53,,,,
21096,1132_210960_20080612_162207_20080612_165554.pkl,1132_210961_20080612_171107_20080612_174424.pkl,1,12-06-2008 16:53,,,,
21097,1132_210970_20080612_175937_20080612_183256.pkl,1132_210971_20080612_184807_20080612_192152.pkl,0,,,,,
21098,1132_210980_20080612_193637_20080612_200956.pkl,1132_210981_20080612_202507_20080612_205825.pkl,1,12-06-2008 21:06,,,,
21099,1132_210990_20080612_211337_20080612_214652.pkl,1132_210991_20080612_220137_20080612_223524.pkl,0,,,,,
21100,1132_211000_20080612_225007_20080612_232326.pkl,1132_211001_20080612_233837_20080613_001224.pkl,0,,,,,
21101,1132_211010_20080613_002737_20080613_010053.pkl,1132_211011_20080613_011607_20080613_014954.pkl,0,,,,,
21102,1132_211020_20080613_020437_20080613_023854.pkl,1132_211021_20080613_025337_20080613_032753.pkl,1,13-06-2008 03:00,,,,
21103,1132_211030_20080613_034237_20080613_041725.pkl,1132_211031_20080613_043107_20080613_050653.pkl,0,,,,,
21104,1132_211040_20080613_052007_20080613_055653.pkl,1132_211041_20080613_060937_20080613_064653.pkl,0,,,,,
21105,1132_211050_20080613_065837_20080613_073622.pkl,1132_211051_20080613_074807_20080613_082624.pkl,1,13-06-2008 07:51,,,,
21106,1132_211060_20080613_083737_20080613_091552.pkl,1132_211061_20080613_092707_20080613_100525.pkl,0,,,,,
21107,1132_211070_20080613_101707_20080613_105453.pkl,1132_211071_20080613_110707_20080613_114355.pkl,0,,,,,
21108,1132_211080_20080613_115637_20080613_123252.pkl,1132_211081_20080613_124637_20080613_132154.pkl,1,13-06-2008 13:47,,,,
21109,1132_211090_20080613_133607_20080613_141052.pkl,1132_211091_20080613_142507_20080613_145925.pkl,0,,,,,
21110,1132_211100_20080613_151437_20080613_154824.pkl,1132_211101_20080613_160337_20080613_163656.pkl,1,13-06-2008 16:13,,,,
21111,1132_211110_20080613_165207_20080613_172555.pkl,1132_211111_20080613_174111_20080613_181423.pkl,0,,,,,
21112,1132_211120_20080613_182937_20080613_190256.pkl,1132_211121_20080613_191807_20080613_195124.pkl,1,13-06-2008 19:40,,,,
21113,1132_211130_20080613_200607_20080613_203925.pkl,1132_211131_20080613_205437_20080613_212756.pkl,0,,,,,
21114,1132_211140_20080613_214307_20080613_221623.pkl,1132_211141_20080613_223137_20080613_230456.pkl,1,13-06-2008 23:43,,,,
21115,1132_211150_20080613_232007_20080613_235326.pkl,1132_211151_20080614_000837_20080614_004156.pkl,1,13-06-2008 23:43,,,,
21116,1132_211160_20080614_005707_20080614_013053.pkl,1132_211161_20080614_014607_20080614_021955.pkl,0,,,,,
21117,1132_211170_20080614_023437_20080614_030853.pkl,1132_211171_20080614_032337_20080614_035826.pkl,0,,,,,
21118,1132_211180_20080614_041207_20080614_044753.pkl,1132_211181_20080614_050107_20080614_053754.pkl,0,,,,,
21119,1132_211190_20080614_055007_20080614_062723.pkl,1132_211191_20080614_063937_20080614_071722.pkl,1,14-06-2008 06:47,,,,
21120,1132_211200_20080614_072837_20080614_080655.pkl,1132_211201_20080614_081807_20080614_085653.pkl,0,,,,,
21121,1132_211210_20080614_090807_20080614_094622.pkl,1132_211211_20080614_095737_20080614_103555.pkl,0,,,,,
21122,1132_211220_20080614_104737_20080614_112454.pkl,1132_211221_20080614_113737_20080614_121355.pkl,1,14-06-2008 12:55,,,,
21123,1132_211230_20080614_122707_20080614_130254.pkl,1132_211231_20080614_131637_20080614_135153.pkl,1,14-06-2008 12:55,,,,
21125,1132_211250_20080614_154437_20080614_161826.pkl,1132_211251_20080614_163337_20080614_170655.pkl,0,,,,,
21126,1132_211260_20080614_172207_20080614_175526.pkl,1132_211261_20080614_181037_20080614_184356.pkl,0,,,,,
21127,1132_211270_20080614_185907_20080614_193222.pkl,1132_211271_20080614_194737_20080614_202055.pkl,0,,,,,
21128,1132_211280_20080614_203607_20080614_210924.pkl,1132_211281_20080614_212437_20080614_215755.pkl,0,,,,,
21129,1132_211290_20080614_221237_20080614_224555.pkl,1132_211291_20080614_230107_20080614_233454.pkl,0,,,,,
21130,1132_211300_20080614_234937_20080615_002322.pkl,1132_211301_20080615_003837_20080615_011155.pkl,1,15-06-2008 01:13,,,,
21131,1132_211310_20080615_012707_20080615_020052.pkl,1132_211311_20080615_021537_20080615_024955.pkl,0,,,,,
21132,1132_211320_20080615_030437_20080615_033923.pkl,1132_211321_20080615_035337_20080615_042854.pkl,0,,,,,
21133,1132_211330_20080615_044237_20080615_051825.pkl,1132_211331_20080615_053137_20080615_060752.pkl,0,,,,,
21134,1132_211340_20080615_062037_20080615_065754.pkl,1132_211341_20080615_070937_20080615_074755.pkl,1,15-06-2008 08:18,,,,
21135,1132_211350_20080615_075907_20080615_083723.pkl,1132_211351_20080615_084837_20080615_092725.pkl,1,15-06-2008 08:37,,,,
21136,1132_211360_20080615_093837_20080615_101623.pkl,1132_211361_20080615_102807_20080615_110554.pkl,0,,,,,
21137,1132_211370_20080615_111807_20080615_115455.pkl,1132_211371_20080615_120807_20080615_124352.pkl,1,15-06-2008 12:21,,,,
21138,1132_211380_20080615_125737_20080615_133254.pkl,1132_211381_20080615_134707_20080615_142152.pkl,1,15-06-2008 15:09,,,,
21139,1132_211390_20080615_143637_20080615_151055.pkl,1132_211391_20080615_152537_20080615_155923.pkl,1,15-06-2008 15:09,,,,
21142,1132_211420_20080615_192907_20080615_200153.pkl,1132_211421_20080615_201707_20080615_205025.pkl,0,,,,,
21143,1132_211430_20080615_210537_20080615_213852.pkl,1132_211431_20080615_215407_20080615_222722.pkl,0,,,,,
21144,1132_211440_20080615_224237_20080615_231556.pkl,1132_211441_20080615_233107_20080616_000426.pkl,0,,,,,
21145,1132_211450_20080616_001937_20080616_005255.pkl,1132_211451_20080616_010807_20080616_014155.pkl,0,,,,,
21146,1132_211460_20080616_015707_20080616_023053.pkl,1132_211461_20080616_024537_20080616_032023.pkl,0,,,,,
21147,1132_211470_20080616_033437_20080616_040923.pkl,1132_211471_20080616_042337_20080616_045923.pkl,0,,,,,
21148,1132_211480_20080616_051237_20080616_054854.pkl,1132_211481_20080616_060137_20080616_063853.pkl,0,,,,,
21149,1132_211490_20080616_065037_20080616_072823.pkl,1132_211491_20080616_074007_20080616_081825.pkl,0,,,,,
21150,1132_211500_20080616_082937_20080616_090752.pkl,1132_211501_20080616_091907_20080616_095725.pkl,1,16-06-2008 10:17,,,,
21151,1132_211510_20080616_100907_20080616_104653.pkl,1132_211511_20080616_105837_20080616_113554.pkl,0,,,,,
21153,1132_211530_20080616_132807_20080616_140253.pkl,1132_211531_20080616_141737_20080616_145153.pkl,1,16-06-2008 14:14,,,,
21154,1132_211540_20080616_150637_20080616_154024.pkl,1132_211541_20080616_155537_20080616_162923.pkl,0,,,,,
21155,1132_211550_20080616_164437_20080616_171756.pkl,1132_211551_20080616_173307_20080616_180624.pkl,0,,,,,
21156,1132_211560_20080616_182137_20080616_185455.pkl,1132_211561_20080616_191007_20080616_194326.pkl,1,16-06-2008 20:13,,,,
21157,1132_211570_20080616_195837_20080616_203154.pkl,1132_211571_20080616_204707_20080616_212026.pkl,0,,,,,
21158,1132_211580_20080616_213507_20080616_220854.pkl,1132_211581_20080616_222337_20080616_225725.pkl,0,,,,,
21159,1132_211590_20080616_231207_20080616_234526.pkl,1132_211591_20080617_000037_20080617_003425.pkl,0,,,,,
21160,1132_211600_20080617_004937_20080617_012256.pkl,1132_211601_20080617_013807_20080617_021156.pkl,0,,,,,
21161,1132_211610_20080617_022637_20080617_030054.pkl,1132_211611_20080617_031537_20080617_035025.pkl,0,,,,,
21162,1132_211620_20080617_040437_20080617_043956.pkl,1132_211621_20080617_045337_20080617_052926.pkl,0,,,,,
21163,1132_211630_20080617_054237_20080617_061923.pkl,1132_211631_20080617_063137_20080617_070923.pkl,0,,,,,
21164,1132_211640_20080617_072107_20080617_075854.pkl,1132_211641_20080617_081037_20080617_084852.pkl,0,,,,,
21165,1132_211650_20080617_090007_20080617_093821.pkl,1132_211651_20080617_094937_20080617_102450.pkl,0,,,,,
21166,1132_211660_20080617_103937_20080617_111653.pkl,1132_211661_20080617_112937_20080617_120622.pkl,0,,,,,
21167,1132_211670_20080617_121907_20080617_125522.pkl,1132_211671_20080617_130837_20080617_134355.pkl,0,,,,,
21168,1132_211680_20080617_135807_20080617_143254.pkl,1132_211681_20080617_144737_20080617_152154.pkl,0,,,,,
21169,1132_211690_20080617_153637_20080617_161024.pkl,1132_211691_20080617_162537_20080617_165853.pkl,1,17-06-2008 17:26,,,,
21170,1132_211700_20080617_171407_20080617_174754.pkl,1132_211701_20080617_180307_20080617_183625.pkl,1,17-06-2008 17:42,,,,
21171,1132_211710_20080617_185137_20080617_192456.pkl,1132_211711_20080617_193937_20080617_201324.pkl,1,17-06-2008 20:57,,,,
21181,1132_211810_20080618_111007_20080618_114726.pkl,1132_211811_20080618_120007_20080618_123625.pkl,1,18-06-2008 13:13,,,,
21182,1132_211820_20080618_124937_20080618_132526.pkl,1132_211821_20080618_133907_20080618_141352.pkl,1,18-06-2008 14:32,,,,
21183,1132_211830_20080618_142837_20080618_150253.pkl,1132_211831_20080618_151737_20080618_155124.pkl,0,,,,,
21186,1132_211860_20080618_192107_20080618_195425.pkl,1132_211861_20080618_200937_20080618_204252.pkl,0,,,,,
21187,1132_211870_20080618_205807_20080618_213124.pkl,1132_211871_20080618_214637_20080618_221926.pkl,0,,,,,
21188,1132_211880_20080618_223437_20080618_230754.pkl,1132_211881_20080618_232307_20080618_235653.pkl,1,19-06-2008 00:35,,,,
21189,1132_211890_20080619_001137_20080619_004525.pkl,1132_211891_20080619_010037_20080619_013356.pkl,1,19-06-2008 00:35,,,,
21190,1132_211900_20080619_014907_20080619_022253.pkl,1132_211901_20080619_023807_20080619_031225.pkl,1,19-06-2008 02:26,,,,
21191,1132_211910_20080619_032637_20080619_040125.pkl,1132_211911_20080619_041537_20080619_045126.pkl,1,19-06-2008 05:19,,,,
21192,1132_211920_20080619_050437_20080619_054056.pkl,1132_211921_20080619_055337_20080619_063052.pkl,0,,,,,
21193,1132_211930_20080619_064237_20080619_072026.pkl,1132_211931_20080619_073207_20080619_081022.pkl,0,,,,,
21194,1132_211940_20080619_082137_20080619_085956.pkl,1132_211941_20080619_091107_20080619_094924.pkl,0,,,,,
21195,1132_211950_20080619_100107_20080619_103853.pkl,1132_211951_20080619_105107_20080619_112825.pkl,0,,,,,
21196,1132_211960_20080619_114037_20080619_121726.pkl,1132_211961_20080619_123037_20080619_130625.pkl,0,,,,,
21197,1132_211970_20080619_132007_20080619_135525.pkl,1132_211971_20080619_140937_20080619_144352.pkl,1,19-06-2008 14:42,,,,
21198,1132_211980_20080619_145837_20080619_153252.pkl,1132_211981_20080619_154737_20080619_162123.pkl,1,19-06-2008 16:20,,,,
21199,1132_211990_20080619_163637_20080619_170955.pkl,1132_211991_20080619_172507_20080619_175852.pkl,0,,,,,
21200,1132_212000_20080619_181407_20080619_184722.pkl,1132_212001_20080619_190237_20080619_193553.pkl,0,,,,,
21201,1132_212010_20080619_195037_20080619_202352.pkl,1132_212011_20080619_203907_20080619_211223.pkl,1,19-06-2008 20:36,,,,
21202,1132_212020_20080619_212737_20080619_220055.pkl,1132_212021_20080619_221607_20080619_224926.pkl,0,,,,,
21203,1132_212030_20080619_230437_20080619_233753.pkl,1132_212031_20080619_235307_20080620_002624.pkl,1,20-06-2008 00:18,,,,
21204,1132_212040_20080620_004137_20080620_011525.pkl,1132_212041_20080620_013007_20080620_020424.pkl,0,,,,,
21205,1132_212050_20080620_021907_20080620_025325.pkl,1132_212051_20080620_030737_20080620_034224.pkl,1,20-06-2008 03:16,,,,
21206,1132_212060_20080620_035637_20080620_043153.pkl,1132_212061_20080620_044537_20080620_052154.pkl,1,20-06-2008 04:24,,,,
21207,1132_212070_20080620_053437_20080620_061124.pkl,1132_212071_20080620_062337_20080620_070124.pkl,0,,,,,
21208,1132_212080_20080620_071307_20080620_075054.pkl,1132_212081_20080620_080237_20080620_084055.pkl,0,,,,,
21209,1132_212090_20080620_085207_20080620_093024.pkl,1132_212091_20080620_094137_20080620_101952.pkl,1,20-06-2008 10:01,,,,
21210,1132_212100_20080620_103137_20080620_110925.pkl,1132_212101_20080620_112137_20080620_115825.pkl,1,20-06-2008 12:24,,,,
21211,1132_212110_20080620_121107_20080620_124725.pkl,1132_212111_20080620_130107_20080620_133625.pkl,0,,,,,
21212,1132_212120_20080620_135007_20080620_142453.pkl,1132_212121_20080620_143937_20080620_151352.pkl,0,,,,,
21213,1132_212130_20080620_152837_20080620_160224.pkl,1132_212131_20080620_161737_20080620_165123.pkl,0,,,,,
21214,1132_212140_20080620_170637_20080620_173955.pkl,1132_212141_20080620_175507_20080620_182824.pkl,0,,,,,
21215,1132_212150_20080620_184337_20080620_191654.pkl,1132_212151_20080620_193207_20080620_200524.pkl,0,,,,,
21216,1132_212160_20080620_202037_20080620_205353.pkl,1132_212161_20080620_210907_20080620_214223.pkl,0,,,,,
21217,1132_212170_20080620_215707_20080620_223022.pkl,1132_212171_20080620_224537_20080620_231853.pkl,0,,,,,
21218,1132_212180_20080620_233407_20080621_000725.pkl,1132_212181_20080621_002307_20080621_005625.pkl,1,21-06-2008 00:29,,,,
21219,1132_212190_20080621_011137_20080621_014525.pkl,1132_212191_20080621_020007_20080621_023425.pkl,0,,,,,
21220,1132_212200_20080621_024907_20080621_032325.pkl,1132_212201_20080621_033737_20080621_041253.pkl,0,,,,,
21222,1132_212220_20080621_060437_20080621_064153.pkl,1132_212221_20080621_065407_20080621_073154.pkl,1,21-06-2008 07:28,,,,
21223,1132_212230_20080621_074307_20080621_082123.pkl,1132_212231_20080621_083237_20080621_091124.pkl,0,,,,,
21224,1132_212240_20080621_092237_20080621_100054.pkl,1132_212241_20080621_101207_20080621_104952.pkl,1,21-06-2008 11:36,,,,
21225,1132_212250_20080621_110207_20080621_113924.pkl,1132_212251_20080621_115207_20080621_122823.pkl,1,21-06-2008 11:36,,,,
21226,1132_212260_20080621_124137_20080621_131724.pkl,1132_212261_20080621_133107_20080621_140626.pkl,0,,,,,
21227,1132_212270_20080621_142037_20080621_145452.pkl,1132_212271_20080621_150937_20080621_154356.pkl,0,,,,,
21228,1132_212280_20080621_155837_20080621_163222.pkl,1132_212281_20080621_164737_20080621_172053.pkl,0,,,,,
21229,1132_212290_20080621_173607_20080621_180955.pkl,1132_212291_20080621_182507_20080621_185824.pkl,1,21-06-2008 19:52,,,,
21230,1132_212300_20080621_191307_20080621_194655.pkl,1132_212301_20080621_200137_20080621_203454.pkl,1,21-06-2008 19:52,,,,
21231,1132_212310_20080621_205007_20080621_212326.pkl,1132_212311_20080621_213837_20080621_221156.pkl,0,,,,,
21232,1132_212320_20080621_222707_20080621_230026.pkl,1132_212321_20080621_231537_20080621_234856.pkl,0,,,,,
21233,1132_212330_20080622_000407_20080622_003725.pkl,1132_212331_20080622_005237_20080622_012625.pkl,1,22-06-2008 01:32,,,,
21234,1132_212340_20080622_014107_20080622_021523.pkl,1132_212341_20080622_023007_20080622_030425.pkl,0,,,,,
21235,1132_212350_20080622_031907_20080622_035352.pkl,1132_212351_20080622_040737_20080622_044325.pkl,0,,,,,
21236,1132_212360_20080622_045637_20080622_053255.pkl,1132_212361_20080622_054537_20080622_062253.pkl,0,,,,,
21237,1132_212370_20080622_063507_20080622_071223.pkl,1132_212371_20080622_072407_20080622_080224.pkl,1,22-06-2008 07:22,,,,
21238,1132_212380_20080622_081337_20080622_085151.pkl,1132_212381_20080622_090307_20080622_094153.pkl,0,,,,,
21239,1132_212390_20080622_095307_20080622_103053.pkl,1132_212391_20080622_104307_20080622_112022.pkl,0,,,,,
21240,1132_212400_20080622_113237_20080622_120924.pkl,1132_212401_20080622_122237_20080622_125826.pkl,1,22-06-2008 13:15,,,,
21241,1132_212410_20080622_131207_20080622_134724.pkl,1132_212411_20080622_140137_20080622_143626.pkl,0,,,,,
21242,1132_212420_20080622_145037_20080622_152452.pkl,1132_212421_20080622_154007_20080622_161355.pkl,0,,,,,
21243,1132_212430_20080622_162837_20080622_170224.pkl,1132_212431_20080622_171737_20080622_175052.pkl,0,,,,,
21244,1132_212440_20080622_180607_20080622_183926.pkl,1132_212441_20080622_185437_20080622_192754.pkl,1,22-06-2008 20:18,,,,
21245,1132_212450_20080622_194307_20080622_201626.pkl,1132_212451_20080622_203137_20080622_210454.pkl,1,22-06-2008 20:18,,,,
21246,1132_212460_20080622_211937_20080622_215255.pkl,1132_212461_20080622_220807_20080622_224126.pkl,0,,,,,
21247,1132_212470_20080622_225637_20080622_232956.pkl,1132_212471_20080622_234507_20080623_001854.pkl,1,22-06-2008 23:56,,,,
21248,1132_212480_20080623_003407_20080623_010723.pkl,1132_212481_20080623_012237_20080623_015625.pkl,0,,,,,
21249,1132_212490_20080623_021107_20080623_024523.pkl,1132_212491_20080623_030007_20080623_033452.pkl,0,,,,,
21250,1132_212500_20080623_034837_20080623_042353.pkl,1132_212501_20080623_043737_20080623_051352.pkl,0,,,,,
21251,1132_212510_20080623_052637_20080623_060323.pkl,1132_212511_20080623_061607_20080623_065323.pkl,0,,,,,
21252,1132_212520_20080623_070507_20080623_074325.pkl,1132_212521_20080623_075437_20080623_083255.pkl,0,,,,,
21253,1132_212530_20080623_084407_20080623_092222.pkl,1132_212531_20080623_093337_20080623_101155.pkl,0,,,,,
21254,1132_212540_20080623_102337_20080623_110123.pkl,1132_212541_20080623_111337_20080623_115025.pkl,1,23-06-2008 12:32,,,,
21256,1132_212560_20080623_134237_20080623_141723.pkl,1132_212561_20080623_143137_20080623_150556.pkl,0,,,,,
21257,1132_212570_20080623_152107_20080623_155456.pkl,1132_212571_20080623_161007_20080623_164326.pkl,0,,,,,
21258,1132_212580_20080623_165837_20080623_173156.pkl,1132_212581_20080623_174737_20080623_182056.pkl,0,,,,,
21371,1132_213710_20080701_092907_20080701_100724.pkl,1132_213711_20080701_101907_20080701_105653.pkl,1,01-07-2008 10:38,,,,
21372,1132_213720_20080701_110837_20080701_114554.pkl,1132_213721_20080701_115837_20080701_123454.pkl,0,,,,,
21373,1132_213730_20080701_124807_20080701_132354.pkl,1132_213731_20080701_133737_20080701_141256.pkl,0,,,,,
21374,1132_213740_20080701_142707_20080701_150123.pkl,1132_213741_20080701_151637_20080701_155026.pkl,1,01-07-2008 15:50,,,,
21375,1132_213750_20080701_160507_20080701_163851.pkl,1132_213751_20080701_165407_20080701_172723.pkl,0,,,,,
21376,1132_213760_20080701_174237_20080701_181555.pkl,1132_213761_20080701_183107_20080701_190422.pkl,0,,,,,
21377,1132_213770_20080701_191937_20080701_195255.pkl,1132_213771_20080701_200807_20080701_204124.pkl,0,,,,,
21378,1132_213780_20080701_205637_20080701_212955.pkl,1132_213781_20080701_214507_20080701_221825.pkl,0,,,,,
21379,1132_213790_20080701_223337_20080701_230655.pkl,1132_213791_20080701_232207_20080701_235525.pkl,1,02-07-2008 00:08,,,,
21380,1132_213800_20080702_001037_20080702_004353.pkl,1132_213801_20080702_005907_20080702_013254.pkl,0,,,,,
21381,1132_213810_20080702_014737_20080702_022152.pkl,1132_213811_20080702_023637_20080702_031054.pkl,0,,,,,
21382,1132_213820_20080702_032537_20080702_040022.pkl,1132_213821_20080702_041407_20080702_044953.pkl,0,,,,,
21383,1132_213830_20080702_050307_20080702_053925.pkl,1132_213831_20080702_055207_20080702_062923.pkl,0,,,,,
21384,1132_213840_20080702_064137_20080702_071922.pkl,1132_213841_20080702_073037_20080702_080855.pkl,0,,,,,
21385,1132_213850_20080702_082007_20080702_085852.pkl,1132_213851_20080702_091007_20080702_094825.pkl,0,,,,,
21386,1132_213860_20080702_095937_20080702_103723.pkl,1132_213861_20080702_104937_20080702_112653.pkl,0,,,,,
